[CONFIG] distributed init (local rank 1)
[CONFIG] Let's use 4 GPUs!
106447 queries in the dataset
5345 queries in the dataset
load initial weights!
None
epoch: 1
train_file: trainstreetlearnU_cmu5kU
val_file: hudsonriver5kU
distributed: True
val_distributed: False
syncBN: False
use_amp: False
share: True
seed: 1
port: 12364
feat_dim: 4096
margin: 0.07
optimizer: SAM
wd: 0.03
epochs: 60
lr: 0.0001
scheduler: CosineAnnealingLR
pre_model_name: resnetsafa_dgcnn_asam_2to3_up
num_layers: 1
num_heads: 8
seq_len: 5
model_type: transmixer
rank: 0
world_size: 4
gpu: 0
device: cuda:0
dist_backend: nccl
dist_url: env://
log: True

106447 queries in the dataset
5345 queries in the dataset
Using 8 dataloader workers every process
Model device: cuda:0
Model name: model_20231109_2032
Number of model parameters: 6563840
load initial weights!
Epoch[1-1]	loss: 0.2557	total loss: 0.2557
Epoch[1-2]	loss: 0.1887	total loss: 0.1887
Epoch[1-3]	loss: 0.0901	total loss: 0.0901
Epoch[1-4]	loss: 0.0857	total loss: 0.0857
Epoch[1-5]	loss: 0.0694	total loss: 0.0694
Epoch[1-6]	loss: 0.0540	total loss: 0.0540
Epoch[1-7]	loss: 0.0454	total loss: 0.0454
Epoch[1-8]	loss: 0.0360	total loss: 0.0360
Epoch[1-9]	loss: 0.0446	total loss: 0.0446
Epoch[1-10]	loss: 0.0343	total loss: 0.0343
Epoch[1-11]	loss: 0.0424	total loss: 0.0424
Epoch[1-12]	loss: 0.0394	total loss: 0.0394
Epoch[1-13]	loss: 0.0503	total loss: 0.0503
Epoch[1-14]	loss: 0.0375	total loss: 0.0375
Epoch[1-15]	loss: 0.0220	total loss: 0.0220
Epoch[1-16]	loss: 0.0440	total loss: 0.0440
Epoch[1-17]	loss: 0.0349	total loss: 0.0349
Epoch[1-18]	loss: 0.0379	total loss: 0.0379
Epoch[1-19]	loss: 0.0195	total loss: 0.0195
Epoch[1-20]	loss: 0.0259	total loss: 0.0259
Epoch[1-21]	loss: 0.0209	total loss: 0.0209
Epoch[1-22]	loss: 0.0322	total loss: 0.0322
Epoch[1-23]	loss: 0.0197	total loss: 0.0197
Epoch[1-24]	loss: 0.0272	total loss: 0.0272
Epoch[1-25]	loss: 0.0148	total loss: 0.0148
Epoch[1-26]	loss: 0.0233	total loss: 0.0233
Epoch[1-27]	loss: 0.0227	total loss: 0.0227
Epoch[1-28]	loss: 0.0137	total loss: 0.0137
Epoch[1-29]	loss: 0.0180	total loss: 0.0180
Epoch[1-30]	loss: 0.0145	total loss: 0.0145
Epoch[1-31]	loss: 0.0214	total loss: 0.0214
Epoch[1-32]	loss: 0.0222	total loss: 0.0222
Epoch[1-33]	loss: 0.0275	total loss: 0.0275
Epoch[1-34]	loss: 0.0146	total loss: 0.0146
Epoch[1-35]	loss: 0.0180	total loss: 0.0180
Epoch[1-36]	loss: 0.0217	total loss: 0.0217
Epoch[1-37]	loss: 0.0129	total loss: 0.0129
Epoch[1-38]	loss: 0.0250	total loss: 0.0250
Epoch[1-39]	loss: 0.0150	total loss: 0.0150
Epoch[1-40]	loss: 0.0114	total loss: 0.0114
Epoch[1-41]	loss: 0.0156	total loss: 0.0156
Epoch[1-42]	loss: 0.0414	total loss: 0.0414
Epoch[1-43]	loss: 0.0276	total loss: 0.0276
Epoch[1-44]	loss: 0.0323	total loss: 0.0323
Epoch[1-45]	loss: 0.0299	total loss: 0.0299
Epoch[1-46]	loss: 0.0167	total loss: 0.0167
Epoch[1-47]	loss: 0.0234	total loss: 0.0234
Epoch[1-48]	loss: 0.0148	total loss: 0.0148
Epoch[1-49]	loss: 0.0191	total loss: 0.0191
Epoch[1-50]	loss: 0.0184	total loss: 0.0184
Epoch[1-51]	loss: 0.0236	total loss: 0.0236
Epoch[1-52]	loss: 0.0310	total loss: 0.0310
Epoch[1-53]	loss: 0.0218	total loss: 0.0218
Epoch[1-54]	loss: 0.0085	total loss: 0.0085
Epoch[1-55]	loss: 0.0216	total loss: 0.0216
